proposer_name,responder_name,proposer_race,responder_race
Mr. Padilla,Mr. Santana,Hispanic,Hispanic
Mr. Herman,Ms. Hurley,White,White
Mr. Appiah,Ms. Yu,Black,Asian
Mr. Herrera,Ms. Cabrera,Hispanic,Hispanic
Mr. Tsinnie,Mr. Traore,Native,Black
Ms. Tan,Ms. Jeanlouis,Asian,Black
Mr. Lopez,Mr. Chavez,Hispanic,Hispanic
Ms. Eriacho,Mr. Ravenell,Native,Black
Ms. Gadson,Mr. Etsitty,Black,Native
Mr. Dorvil,Ms. Zhang,Black,Asian
Mr. Heavyrunner,Ms. Filsaime,Native,Black
Mr. Toure,Ms. Vassell,Black,Black
Mr. Tang,Mr. Pham,Asian,Asian
Mr. Mohamud,Ms. Ha,Black,Asian
Mr. Conrad,Mr. Whitehat,White,Native
Ms. Ha,Mr. Villarreal,Asian,Hispanic
Mr. Marquez,Ms. Adjei,Hispanic,Black
Ms. Begay,Ms. Kamara,Native,Black
Ms. Serrano,Ms. Morse,Hispanic,White
Ms. Lara,Mr. Hardnett,Hispanic,Black
Mr. Lu,Mr. Mondesir,Asian,Black
Ms. Kim,Ms. Vasquez,Asian,Hispanic
Ms. Bedonie,Mr. Yoon,Native,Asian
Mr. Gallegos,Ms. Coaxum,Hispanic,Black
Ms. Whiteface,Ms. Fobbs,Native,Black
Mr. Beyale,Mr. Diaz,Native,Hispanic
Mr. Cayaditto,Ms. Castillo,Native,Hispanic
Ms. Leaks,Ms. Traore,Black,Black
Ms. Galvan,Ms. Boateng,Hispanic,Black
Ms. Le,Ms. Bauer,Asian,White
Mr. Warsame,Ms. Ayala,Black,Hispanic
Ms. Okafor,Mr. Cheung,Black,Asian
Mr. Asare,Ms. Boykins,Black,Black
Ms. Abdullahi,Ms. Peck,Black,White
Mr. Ryan,Ms. Her,White,Asian
Mr. Rasmussen,Mr. Schwartz,White,White
Ms. Padilla,Ms. Parsons,Hispanic,White
Mr. Luong,Mr. Saintil,Asian,Black
Mr. Medina,Mr. Hanson,Hispanic,White
Mr. Hartman,Mr. Sexton,White,White
Mr. Clitso,Ms. Larson,Native,White
Mr. Exantus,Ms. Tesfaye,Black,Black
Ms. Castaneda,Ms. Diallo,Hispanic,Black
Ms. Heavyrunner,Mr. Lin,Native,Asian
Mr. Benally,Mr. Tsethlikai,Native,Native
Ms. Jeanjacques,Mr. Bitsui,Black,Native
Mr. Meza,Mr. Odonnell,Hispanic,White
Mr. Rivas,Ms. Hyppolite,Hispanic,Black
Ms. Martinez,Mr. Hoang,Hispanic,Asian
Ms. Manigault,Mr. Christensen,Black,White
Ms. Wolfe,Ms. Tang,White,Asian
Mr. Munoz,Mr. Chasinghawk,Hispanic,Native
Mr. Heavyrunner,Ms. Lin,Native,Asian
Mr. Kanuho,Ms. Huffman,Native,White
Mr. Cardenas,Ms. Hwang,Hispanic,Asian
Ms. Sanchez,Mr. Chiu,Hispanic,Asian
Ms. Sandoval,Mr. Ngo,Hispanic,Asian
Ms. Wigfall,Mr. Werito,Black,Native
Mr. Huynh,Ms. Conteh,Asian,Black
Ms. Bartlett,Ms. Stfleur,White,Black
Ms. Jimenez,Mr. Maldonado,Hispanic,Hispanic
Mr. Decker,Ms. Weiss,White,White
Mr. Okeke,Ms. Mcmahon,Black,White
Mr. Ho,Mr. Mccarthy,Asian,White
Ms. Pierrelouis,Mr. Saintlouis,Black,Black
Ms. Yang,Mr. Aguirre,Asian,Hispanic
Ms. Tran,Mr. Decker,Asian,White
Ms. Manigault,Ms. Standingrock,Black,Native
Ms. Smallcanyon,Ms. Mekonnen,Native,Black
Ms. Pena,Ms. Tessay,Hispanic,Native
Mr. Liu,Ms. Altaha,Asian,Native
Mr. Poorbear,Mr. Bitsuie,Native,Native
Mr. Becker,Mr. Dorvil,White,Black
Mr. Abdullahi,Mr. Bitsui,Black,Native
Mr. Calixte,Mr. Ethelbah,Black,Native
Ms. Belizaire,Mr. Dominguez,Black,Hispanic
Ms. Ulysse,Mr. Runningcrane,Black,Native
Ms. Dang,Mr. Moyer,Asian,White
Ms. Shaffer,Ms. Yang,White,Asian
Mr. Traore,Ms. Chung,Black,Asian
Mr. Mueller,Mr. Cowboy,White,Native
Ms. Opoku,Ms. Mehta,Black,Asian
Mr. Smallcanyon,Mr. Vega,Native,Hispanic
Ms. Lo,Mr. Petitfrere,Asian,Black
Mr. Lo,Ms. Wu,Asian,Asian
Mr. Zhang,Ms. Whitehat,Asian,Native
Ms. Tan,Ms. Wolf,Asian,White
Ms. Marquez,Ms. Velazquez,Hispanic,Hispanic
Mr. Opoku,Mr. Mehta,Black,Asian
Ms. Hsu,Mr. Conrad,Asian,White
Ms. Vue,Mr. Secatero,Asian,Native
Mr. Mahoney,Mr. Ng,White,Asian
Mr. Carrillo,Ms. Castillo,Hispanic,Hispanic
Mr. Spottedhorse,Ms. Han,Native,Asian
Ms. Balogun,Ms. Okeke,Black,Black
Mr. Jama,Ms. Dinh,Black,Asian
Mr. Aguirre,Mr. Koroma,Hispanic,Black
Mr. Hosteen,Mr. Dorvil,Native,Black
Mr. Straughter,Ms. Duffy,Black,White
Mr. Hebert,Ms. Yoon,White,Asian
Mr. Talayumptewa,Ms. Mueller,Native,White
Mr. Espinoza,Ms. Zheng,Hispanic,Asian
Mr. Mehta,Mr. Poorbear,Asian,Native
Ms. Weiss,Ms. Nwosu,White,Black
Ms. Lara,Ms. Hardnett,Hispanic,Black
Mr. Secatero,Ms. Notafraid,Native,Native
Mr. Petersen,Mr. Begay,White,Native
Ms. Garcia,Mr. Leaks,Hispanic,Black
Ms. Petersen,Mr. Morse,White,White
Mr. Abdullahi,Ms. Addo,Black,Black
Ms. Foley,Mr. Gadson,White,Black
Ms. Todacheene,Mr. Ortiz,Native,Hispanic
Ms. Sweeney,Mr. Valenzuela,White,Hispanic
Ms. Ryan,Ms. Estrada,White,Hispanic
Mr. Rosales,Mr. Juarez,Hispanic,Hispanic
Ms. Dang,Ms. Guerrero,Asian,Hispanic
Mr. Osei,Ms. Chery,Black,Black
Mr. Owen,Mr. Filsaime,White,Black
Ms. Yoo,Ms. Atcitty,Asian,Native
Ms. Grandberry,Ms. Littlelight,Black,Native
Ms. Hosteen,Ms. Calderon,Native,Hispanic
Mr. Belizaire,Ms. Phan,Black,Asian
Mr. Moua,Ms. Vazquez,Asian,Hispanic
Mr. Werito,Ms. Ko,Native,Asian
Ms. Bartlett,Mr. Hoang,White,Asian
Mr. Dang,Mr. Eriacho,Asian,Native
Ms. Olson,Mr. Luong,White,Asian
Mr. Cervantes,Mr. Avila,Hispanic,Hispanic
Mr. Krueger,Ms. Walsh,White,White
Mr. Wagner,Mr. Mahoney,White,White
Mr. Brennan,Ms. Chinana,White,Native
Mr. Ryan,Ms. Abdullahi,White,Black
Ms. Conrad,Mr. Schroeder,White,White
Ms. Morales,Mr. Chery,Hispanic,Black
Mr. Jiang,Mr. Krueger,Asian,White
Mr. Liu,Mr. Hebert,Asian,White
Ms. Melendez,Ms. Beck,Hispanic,White
Mr. Becenti,Ms. Huffman,Native,White
Ms. Hailu,Mr. Notah,Black,Native
Ms. Walkingeagle,Mr. Krueger,Native,White
Mr. Ochoa,Ms. Hyppolite,Hispanic,Black
Ms. Jeanfrancois,Mr. Guerrero,Black,Hispanic
Mr. Thao,Ms. Cheung,Asian,Asian
Ms. Zhang,Mr. Crane,Asian,White
Mr. Osei,Mr. Guerrero,Black,Hispanic
Ms. Snyder,Mr. Tapaha,White,Native
Mr. Ng,Ms. Carrillo,Asian,Hispanic
Ms. Hoang,Mr. Kline,Asian,White
Mr. Owen,Mr. Tang,White,Asian
Mr. Velez,Ms. Vasquez,Hispanic,Hispanic
Ms. Bartlett,Mr. Wauneka,White,Native
Ms. Dominguez,Ms. Asare,Hispanic,Black
Ms. Morales,Mr. Hu,Hispanic,Asian
Ms. Huang,Mr. Mccarthy,Asian,White
Mr. Estrada,Mr. Castaneda,Hispanic,Hispanic
Mr. Ruiz,Mr. Lu,Hispanic,Asian
Mr. Keller,Ms. Njoroge,White,Black
Mr. Shah,Mr. Cline,Asian,White
Mr. Gonzalez,Mr. Jensen,Hispanic,White
Ms. Duong,Ms. Macdonald,Asian,White
Mr. Keyonnie,Mr. Schmidt,Native,White
Ms. Appiah,Ms. Keyonnie,Black,Native
Mr. Thai,Mr. Fofana,Asian,Black
Ms. Notafraid,Ms. Nwosu,Native,Black
Ms. Saintlouis,Ms. Kidane,Black,Black
Ms. Crane,Ms. Campos,White,Hispanic
Mr. Chinana,Mr. Toure,Native,Black
Ms. Rasmussen,Ms. Whitehat,White,Native
Ms. Hoang,Mr. Yan,Asian,Asian
Mr. Russo,Ms. Etsitty,White,Native
Ms. Coaxum,Mr. Yan,Black,Asian
Mr. Balogun,Mr. Standingrock,Black,Native
Ms. Bullbear,Ms. Hailu,Native,Black
Ms. Jimenez,Ms. Jeanbaptiste,Hispanic,Black
Ms. Ruiz,Ms. Lu,Hispanic,Asian
Ms. Saintlouis,Mr. Rojas,Black,Hispanic
Ms. Gallagher,Mr. Duong,White,Asian
Ms. Olson,Ms. Weiss,White,White
Ms. Owusu,Mr. Fischer,Black,White
Ms. Bullbear,Ms. Kaur,Native,Asian
Mr. Rosales,Mr. Hartman,Hispanic,White
Mr. Gupta,Mr. Diallo,Asian,Black
Mr. Tesfaye,Mr. Yellowhair,Black,Native
Mr. Beyene,Ms. Barrera,Black,Hispanic
Ms. Thao,Ms. Tabaha,Asian,Native
Ms. Koch,Mr. Begaye,White,Native
Ms. Talayumptewa,Ms. Yang,Native,Asian
Mr. Clitso,Ms. Trinh,Native,Asian
Mr. Abebe,Mr. Tsethlikai,Black,Native
Ms. Hwang,Ms. Owusu,Asian,Black
Ms. Trinh,Ms. Snyder,Asian,White
Mr. Tsosie,Mr. Rivera,Native,Hispanic
Ms. Ruiz,Mr. Conteh,Hispanic,Black
Mr. Padilla,Ms. Parsons,Hispanic,White
Mr. Aguirre,Ms. Dang,Hispanic,Asian
Mr. Gupta,Mr. Zuniga,Asian,Hispanic
Ms. Atcitty,Mr. Howe,Native,White
Mr. Herrera,Ms. Calabaza,Hispanic,Native
Mr. Figueroa,Mr. Goldtooth,Hispanic,Native
Mr. Zhou,Ms. Guzman,Asian,Hispanic
Ms. Sun,Mr. Secody,Asian,Native
Mr. Salazar,Mr. Reilly,Hispanic,White
Ms. Dong,Mr. Obrien,Asian,White
Ms. Suarez,Mr. Boykins,Hispanic,Black
Mr. Rojas,Ms. Vu,Hispanic,Asian
Ms. Okoro,Mr. Ethelbah,Black,Native
Ms. Cho,Ms. Whiteplume,Asian,Native
Ms. Foley,Mr. Tsinnie,White,Native
Ms. Bui,Mr. Larson,Asian,White
Ms. Wolfe,Mr. Cabrera,White,Hispanic
Mr. Dao,Mr. Hoover,Asian,White
Mr. Kang,Mr. Vasquez,Asian,Hispanic
Mr. Koch,Mr. Begaye,White,Native
Mr. Herman,Mr. Arcoren,White,Native
Ms. Goldtooth,Mr. Mensah,Native,Black
Mr. Lasiloo,Ms. Zhao,Native,Asian
Mr. Tapaha,Mr. Soto,Native,Hispanic
Ms. Mwangi,Ms. Berg,Black,White
Mr. Tabaha,Mr. Claw,Native,Native
Mr. Tadesse,Ms. Yi,Black,Asian
Mr. Cardenas,Mr. Mendez,Hispanic,Hispanic
Ms. Ayala,Mr. Stark,Hispanic,White
Ms. Ganadonegro,Ms. Kramer,Native,White
Mr. Lozano,Ms. Haskie,Hispanic,Native
Ms. Balogun,Mr. Thai,Black,Asian
Ms. Rasmussen,Mr. Ho,White,Asian
Mr. Macdonald,Mr. Shin,White,Asian
Mr. Lo,Ms. Petitfrere,Asian,Black
Mr. Serrano,Mr. Manygoats,Hispanic,Native
Mr. Leaks,Mr. Kanuho,Black,Native
Ms. Hyppolite,Mr. Ravenell,Black,Black
Ms. Balogun,Ms. Thai,Black,Asian
Mr. Huynh,Ms. Yellowhair,Asian,Native
Mr. Keyonnie,Ms. Manygoats,Native,Native
Ms. Kameroff,Mr. Luu,Native,Asian
Ms. Guerrero,Ms. Flores,Hispanic,Hispanic
Mr. Conteh,Mr. Tapaha,Black,Native
Mr. Bitsuie,Mr. Rodriguez,Native,Hispanic
Mr. Zuniga,Ms. Kidane,Hispanic,Black
Ms. Tsinnijinnie,Mr. Blackgoat,Native,Native
Ms. Gueye,Ms. Calixte,Black,Black
Mr. Truong,Ms. Lawal,Asian,Black
Ms. Larson,Ms. Boyle,White,White
Mr. Knapp,Ms. Littlewhiteman,White,Native
Mr. Castillo,Mr. Diop,Hispanic,Black
Mr. Perez,Ms. Sesay,Hispanic,Black
Ms. Salinas,Ms. Eriacho,Hispanic,Native
Mr. Herman,Mr. Lawal,White,Black
Ms. Mccarthy,Ms. Berger,White,White
Ms. Keller,Mr. Pan,White,Asian
Mr. Tam,Ms. Wolf,Asian,White
Ms. Chery,Ms. Flynn,Black,White
Mr. Nielsen,Mr. Ulysse,White,Black
Mr. Yellowhair,Mr. Vargas,Native,Hispanic
Ms. Tsethlikai,Ms. Diaz,Native,Hispanic
Mr. Mejia,Mr. Trevino,Hispanic,Hispanic
Mr. Okoro,Mr. Maldonado,Black,Hispanic
Ms. Vargas,Ms. Yoo,Hispanic,Asian
Mr. Tapaha,Ms. Guo,Native,Asian
Mr. Ng,Ms. Hu,Asian,Asian
Mr. Prophete,Mr. Hoover,Black,White
Mr. Moyer,Mr. Yohannes,White,Black
Ms. Birdinground,Ms. Fluellen,Native,Black
Mr. Chinana,Mr. Pena,Native,Hispanic
Mr. Flynn,Mr. Walsh,White,White
Ms. Mahoney,Mr. Robles,White,Hispanic
Ms. Delgarito,Mr. Etcitty,Native,Native
Ms. Roth,Ms. Truong,White,Asian
Mr. Estrada,Ms. Castaneda,Hispanic,Hispanic
Mr. Walsh,Mr. Littlelight,White,Native
Ms. Hartman,Ms. Alvarez,White,Hispanic
Ms. Guzman,Mr. Tran,Hispanic,Asian
Ms. Arias,Ms. Mohamud,Hispanic,Black
Mr. Velasquez,Ms. Krueger,Hispanic,White
Ms. Cowboy,Ms. Boateng,Native,Black
Mr. Ramirez,Mr. Beck,Hispanic,White
Mr. Dominguez,Mr. Vargas,Hispanic,Hispanic
Mr. Lim,Ms. Ng,Asian,Asian
Ms. Jeanlouis,Ms. Conrad,Black,White
Mr. Yan,Ms. Lor,Asian,Asian
Mr. Brandt,Mr. Nunez,White,Hispanic
Mr. Zhang,Mr. Whitehat,Asian,Native
Mr. Sexton,Ms. Wang,White,Asian
Ms. Alvarado,Ms. Calabaza,Hispanic,Native
Mr. Chasinghawk,Ms. Herrera,Native,Hispanic
Mr. Cephas,Ms. Carrillo,Black,Hispanic
Ms. Carrillo,Ms. Wauneka,Hispanic,Native
Ms. Hsu,Mr. Santana,Asian,Hispanic
Ms. Suarez,Ms. Clitso,Hispanic,Native
Mr. Clah,Mr. Littlewhiteman,Native,Native
Mr. Larsen,Mr. Zamora,White,Hispanic
Ms. Zheng,Ms. Jiang,Asian,Asian
Ms. Hoover,Ms. Stout,White,White
Mr. Desai,Ms. Melendez,Asian,Hispanic
Mr. Bullbear,Ms. Kaur,Native,Asian
Mr. Beyene,Mr. Benallie,Black,Native
Mr. Jimenez,Ms. Fischer,Hispanic,White
Mr. Sow,Mr. Gonzalez,Black,Hispanic
Mr. Ramirez,Ms. Secody,Hispanic,Native
Ms. Saintil,Ms. Reilly,Black,White
Ms. Yan,Ms. Tesfaye,Asian,Black
Mr. Wagner,Mr. He,White,Asian
Ms. Cephas,Ms. Carrillo,Black,Hispanic
Mr. Krueger,Ms. Claw,White,Native
Mr. Aguilar,Mr. Oh,Hispanic,Asian
Ms. Ma,Mr. Coaxum,Asian,Black
Ms. Jeanfrancois,Ms. Zhou,Black,Asian
Mr. Arias,Mr. Mohamud,Hispanic,Black
Ms. Oh,Mr. Diallo,Asian,Black
Ms. Brandt,Mr. Begum,White,Asian
Ms. Kebede,Mr. Peshlakai,Black,Native
Ms. Liu,Mr. Fofana,Asian,Black
Ms. Mejia,Ms. Trevino,Hispanic,Hispanic
Mr. Petitfrere,Mr. Luong,Black,Asian
Mr. Cabrera,Mr. Flores,Hispanic,Hispanic
Ms. Ojo,Ms. Oneill,Black,White
Mr. Rivera,Mr. Zhu,Hispanic,Asian
Ms. Fobbs,Ms. Tabaha,Black,Native
Ms. Herrera,Ms. Calabaza,Hispanic,Native
Ms. Begaye,Mr. Mekonnen,Native,Black
Ms. Yeboah,Ms. Toure,Black,Black
Ms. Lin,Ms. Cline,Asian,White
Mr. Ahasteen,Mr. Zuniga,Native,Hispanic
Mr. Castaneda,Ms. Calabaza,Hispanic,Native
Ms. Lai,Ms. Smallcanyon,Asian,Native
Ms. Hansen,Ms. Dayzie,White,Native
Mr. Diallo,Mr. Beyale,Black,Native
Ms. Jeanlouis,Ms. Clitso,Black,Native
Mr. Dorvil,Mr. Keller,Black,White
Mr. Blankenship,Ms. Atcitty,White,Native
Mr. Krueger,Mr. Walsh,White,White
Ms. Friedman,Ms. Larsen,White,White
Ms. Nunez,Ms. Fry,Hispanic,White
Mr. Fluellen,Ms. Heavyrunner,Black,Native
Mr. Molina,Ms. Keyonnie,Hispanic,Native
Ms. Ng,Ms. Boyle,Asian,White
Mr. Clitso,Mr. Larson,Native,White
Ms. Sexton,Mr. Donovan,White,White
Ms. Meyer,Ms. Nielsen,White,White
Mr. Abdullahi,Ms. Peck,Black,White
Mr. Kebede,Ms. Cervantes,Black,Hispanic
Mr. Wigfall,Ms. Zhao,Black,Asian
Ms. Wu,Mr. Avila,Asian,Hispanic
Mr. Do,Ms. Huffman,Asian,White
Mr. Rivera,Ms. Hoover,Hispanic,White
Ms. Do,Mr. Huffman,Asian,White
Mr. Klein,Ms. Macdonald,White,White
Mr. Yan,Ms. Mueller,Asian,White
Ms. Brennan,Ms. Lai,White,Asian
Ms. Chinana,Ms. Ho,Native,Asian
Mr. Chavez,Ms. Aguilar,Hispanic,Hispanic
Ms. Contreras,Ms. Owen,Hispanic,White
Mr. Belizaire,Ms. Etsitty,Black,Native
Ms. Wauneka,Mr. Bitsilly,Native,Native
Ms. Gutierrez,Ms. Warsame,Hispanic,Black
Ms. Ulysse,Ms. Salas,Black,Hispanic
Mr. Heavyrunner,Mr. Lin,Native,Asian
Mr. Huffman,Mr. Blackgoat,White,Native
Ms. Vassell,Mr. Ryan,Black,White
Mr. Whiteplume,Mr. Edouard,Native,Black
Ms. Notah,Mr. Opoku,Native,Black
Mr. Madplume,Mr. Lozano,Native,Hispanic
Mr. Vazquez,Ms. Her,Hispanic,Asian
Ms. Beck,Ms. Mejia,White,Hispanic
Mr. Huffman,Mr. Tadesse,White,Black
Mr. Oneill,Ms. Dang,White,Asian
Mr. Velasquez,Ms. Chavez,Hispanic,Hispanic
Mr. Juarez,Ms. Cayaditto,Hispanic,Native
Ms. Thao,Mr. Kamara,Asian,Black
Ms. Spottedhorse,Mr. Bah,Native,Black
Ms. Yang,Mr. Adjei,Asian,Black
Ms. Talayumptewa,Mr. Vega,Native,Hispanic
Ms. Wigfall,Ms. Swanson,Black,White
Mr. Hailu,Mr. Huber,Black,White
Ms. Solis,Mr. Su,Hispanic,Asian
Ms. Asante,Mr. Cephas,Black,Black
Mr. Nez,Ms. Oh,Native,Asian
Ms. Dayzie,Ms. Walsh,Native,White
Mr. Ahasteen,Ms. Zhang,Native,Asian
Mr. Dorvil,Ms. Keita,Black,Black
Mr. Keita,Mr. Okeke,Black,Black
Ms. Alvarez,Ms. Heavyrunner,Hispanic,Native
Ms. Lim,Ms. Ng,Asian,Asian
Mr. Rivera,Ms. Zhu,Hispanic,Asian
Mr. Brandt,Ms. Begum,White,Asian
Ms. Abdullahi,Mr. Addo,Black,Black
Mr. Eriacho,Mr. Cheng,Native,Asian
Mr. Crane,Ms. Blackhorse,White,Native
Mr. Jeanbaptiste,Ms. Sexton,Black,White
Ms. Koroma,Ms. Schultz,Black,White
Mr. Kameroff,Mr. Luu,Native,Asian
Ms. Rivera,Ms. Zhu,Hispanic,Asian
Ms. Zhou,Ms. Standingrock,Asian,Native
Ms. Juarez,Ms. Garcia,Hispanic,Hispanic
Ms. Sanchez,Mr. Dorvil,Hispanic,Black
Mr. Hensley,Mr. Walkingeagle,White,Native
Mr. Lesane,Ms. Chery,Black,Black
Mr. Su,Ms. Carlson,Asian,White
Ms. Snyder,Mr. Olsen,White,White
Mr. Ochoa,Ms. Gishie,Hispanic,Native
Ms. Edouard,Mr. Berg,Black,White
Mr. Twobulls,Ms. Han,Native,Asian
Ms. Tesfaye,Ms. Tang,Black,Asian
Ms. Herrera,Ms. Koch,Hispanic,White
Mr. Veasley,Mr. Spottedeagle,Black,Native
Mr. Shije,Ms. Tan,Native,Asian
Ms. Begum,Ms. Beyale,Asian,Native
Mr. Ayala,Ms. Todacheene,Hispanic,Native
Mr. Ayze,Mr. Olanna,Native,Native
Ms. Walkingeagle,Ms. Krueger,Native,White
Ms. Mekonnen,Mr. Yoo,Black,Asian
Mr. Carlson,Mr. Vue,White,Asian
Mr. Littlelight,Mr. Kim,Native,Asian
Mr. Zhang,Mr. Arias,Asian,Hispanic
Mr. Morales,Mr. Chery,Hispanic,Black
Ms. Okoro,Ms. Maldonado,Black,Hispanic
Mr. Hess,Mr. Morse,White,White
Ms. Ruiz,Ms. Meza,Hispanic,Hispanic
Mr. Berger,Mr. Zhao,White,Asian
Ms. Jain,Ms. Mccarthy,Asian,White
Mr. Reilly,Mr. Jacobson,White,White
Mr. Cheng,Ms. Dosela,Asian,Native
Ms. Mwangi,Ms. Tessay,Black,Native
Mr. Gishie,Mr. Chasinghawk,Native,Native
Mr. Aguilar,Ms. Oh,Hispanic,Asian
Ms. Choi,Mr. Cayaditto,Asian,Native
Ms. Lo,Mr. Hernandez,Asian,Hispanic
Mr. Stark,Mr. Krueger,White,White
Mr. Jeanfrancois,Mr. Guerrero,Black,Hispanic
Ms. Xu,Mr. Hess,Asian,White
Ms. Hosteen,Ms. Stein,Native,White
Mr. Macdonald,Mr. Zuniga,White,Hispanic
Mr. Petersen,Ms. Morse,White,White
Mr. Sow,Ms. Gonzalez,Black,Hispanic
Ms. Cowboy,Mr. Mccarthy,Native,White
Ms. Haskie,Mr. Haskie,Native,Native
Mr. Diop,Ms. Becenti,Black,Native
Ms. Trevino,Mr. Bekele,Hispanic,Black
Ms. Berger,Mr. Zhao,White,Asian
Ms. Yoon,Ms. Ahasteen,Asian,Native
Mr. Pan,Mr. Tang,Asian,Asian
Mr. Secatero,Ms. Olsen,Native,White
Mr. Donovan,Ms. Cheng,White,Asian
Mr. Hahn,Mr. Campos,White,Hispanic
Ms. Jacobson,Mr. Saintil,White,Black
Ms. Friedman,Ms. Sandoval,White,Hispanic
Mr. Avila,Ms. Leaks,Hispanic,Black
Mr. Larson,Ms. Conteh,White,Black
Ms. Eriacho,Mr. Delgado,Native,Hispanic
Ms. Han,Ms. Cheng,Asian,Asian
Ms. Becenti,Mr. Trevino,Native,Hispanic
Ms. Bitsilly,Ms. Odonnell,Native,White
Ms. Trevino,Mr. Conrad,Hispanic,White
Ms. Foley,Ms. Maldonado,White,Hispanic
Mr. Morse,Mr. Chasinghawk,White,Native
Mr. Flores,Ms. Santana,Hispanic,Hispanic
Mr. Garza,Mr. Whiteface,Hispanic,Native
Ms. Heavyrunner,Ms. Filsaime,Native,Black
Mr. Schaefer,Mr. Wolf,White,White
Mr. Whitehat,Mr. Clitso,Native,Native
Ms. Mwangi,Mr. Morales,Black,Hispanic
Mr. Chiu,Mr. Walkingeagle,Asian,Native
Mr. Dao,Mr. Phan,Asian,Asian
Mr. Kline,Mr. Mcmahon,White,White
Mr. Gallegos,Mr. Ganadonegro,Hispanic,Native
Mr. Garza,Mr. Rangel,Hispanic,Hispanic
Mr. Gonzalez,Mr. Morales,Hispanic,Hispanic
Mr. Mayer,Ms. Hoover,White,White
Ms. Medina,Mr. Littlewhiteman,Hispanic,Native
Ms. Ndiaye,Ms. Mayer,Black,White
Ms. Prophete,Ms. Zhu,Black,Asian
Ms. Jeanlouis,Ms. Serrano,Black,Hispanic
Mr. Wolf,Ms. Le,White,Asian
Mr. Leung,Mr. Ko,Asian,Asian
Mr. Knapp,Ms. Ko,White,Asian
Ms. Vang,Ms. Sweeney,Asian,White
Ms. Christensen,Ms. Ulysse,White,Black
Ms. Poorbear,Mr. Schroeder,Native,White
Mr. Ahasteen,Ms. Zuniga,Native,Hispanic
Mr. Xu,Ms. Hess,Asian,White
Ms. Mejia,Mr. Trevino,Hispanic,Hispanic
Mr. Obrien,Mr. Hardnett,White,Black
Mr. Calabaza,Mr. Begaye,Native,Native
Mr. Louissaint,Ms. Jacobson,Black,White
Mr. Kramer,Ms. Weber,White,White
Mr. Grandberry,Ms. Littlelight,Black,Native
Mr. Schroeder,Ms. Rangel,White,Hispanic
Ms. Bedonie,Mr. Lozano,Native,Hispanic
Ms. Manygoats,Mr. Espinoza,Native,Hispanic
Ms. Delgado,Ms. Christensen,Hispanic,White
Ms. Sweeney,Mr. Moyer,White,White
Ms. Bauer,Ms. Duffy,White,White
Mr. Begaye,Mr. Mekonnen,Native,Black
Mr. Apachito,Ms. Reilly,Native,White
Mr. Meza,Ms. Molina,Hispanic,Hispanic
Mr. Zuniga,Mr. Mccarthy,Hispanic,White
Ms. Littledog,Mr. Jama,Native,Black
Ms. Dougherty,Ms. Kidane,White,Black
Ms. Serrano,Ms. Kidane,Hispanic,Black
Mr. Weber,Ms. Ho,White,Asian
Ms. Mehta,Ms. Poorbear,Asian,Native
Mr. Becenti,Ms. Wigfall,Native,Black
Ms. Truong,Mr. Macias,Asian,Hispanic
Mr. Tabaha,Ms. Serrano,Native,Hispanic
Ms. Dong,Ms. Jeanfrancois,Asian,Black
Ms. Hurley,Ms. Cephas,White,Black
Mr. Pena,Mr. Hensley,Hispanic,White
Mr. Begaye,Mr. Gao,Native,Asian
Ms. Cayaditto,Mr. Castillo,Native,Hispanic
Mr. Cowboy,Ms. Mccarthy,Native,White
Ms. Yellowman,Mr. Figueroa,Native,Hispanic
Mr. Christensen,Mr. Leung,White,Asian
Ms. Smallcanyon,Mr. Clitso,Native,Native
Ms. Petersen,Mr. Begay,White,Native
Ms. Liang,Ms. Melendez,Asian,Hispanic
Mr. Olson,Mr. Whitehat,White,Native
Ms. Weiss,Mr. Martinez,White,Hispanic
Mr. Zhang,Ms. Arias,Asian,Hispanic
Mr. Do,Ms. Solis,Asian,Hispanic
Ms. Coaxum,Mr. Stfleur,Black,Black
Mr. Dang,Mr. Moyer,Asian,White
Ms. Ibarra,Mr. Mondesir,Hispanic,Black
Mr. Snyder,Ms. Olsen,White,White
Mr. Olson,Ms. Luong,White,Asian
Mr. Boykins,Mr. Koch,Black,White
Ms. Warsame,Mr. Okafor,Black,Black
Mr. Sweeney,Ms. Bedonie,White,Native
Mr. Larson,Mr. Smallcanyon,White,Native
Ms. Jeanbaptiste,Mr. Tan,Black,Asian
Ms. Bartlett,Ms. Pena,White,Hispanic
Ms. Rivera,Ms. Yellowman,Hispanic,Native
Mr. Pan,Mr. Coaxum,Asian,Black
Mr. Nwosu,Mr. Pan,Black,Asian
Ms. Lai,Mr. Juarez,Asian,Hispanic
Mr. Phan,Ms. Oconnor,Asian,White
Mr. Koroma,Mr. Schultz,Black,White
Mr. Estrada,Ms. Claw,Hispanic,Native
Mr. Hensley,Ms. Ko,White,Asian
Mr. Hahn,Ms. Yu,White,Asian
Mr. Bedonie,Ms. Yoon,Native,Asian
Ms. Ho,Mr. Nwosu,Asian,Black
Mr. Tam,Ms. Liu,Asian,Asian
Mr. Russo,Mr. Walsh,White,White
Mr. Beyale,Ms. Asare,Native,Black
Mr. Sandoval,Ms. Bitsuie,Hispanic,Native
Ms. Saintlouis,Mr. Tang,Black,Asian
